"Year","Region","SiteCode","TidalHeight","Transect","LongestBladeLengthMean","LongestBladeLengthSe","LongestBladeWidthMean","SheathLengthMean","SheathLengthSe","EpiphyteBladeAreaMean","EpiphyteDryMassMean","EpiphytePerAreaMean","EpiphytePerAreaSe","DensityShootsMean","DensityShootsSd","DensityShootsSe","PercentSeagrassMean","PercentBareMean","PercentOtherMean","PrevalenceMean","SeverityMean","LesionAreaMean","CountBlades","Percent","CountBrokenTip","BladeAreaMean"
2020,"AK","E","L",4,508,55.8757550284558,4.6,38,6.67083203206317,NA,0.0046,0.000229165188767506,7.39529339739466e-05,82,42.6458282445853,10.6614570611463,0.425,0.575,0,0.15,0.0343689228336727,0.09661252128,20,1,0,18.58115297558
2020,"AK","E","L",5,476.8,30.1104632976645,4.8,38.4,7.40675367485648,NA,0.00540000000000001,0.000262451662949,5.41088808964751e-05,63,20.4939015319192,5.1234753829798,0.3375,0.655,0.0075,0.1,0.02657401356999,0.0257439232,20,1,0,17.573456361
2020,"AK","E","L",6,272.2,47.1586683442185,3.4,17,6.23698645180507,NA,0.0042,0.000296505273485976,0.000161587848544324,58,16.8126936172247,4.20317340430616,0.2375,0.76,0.0025,0.1,0.0612509644320734,0.03675160768,20,1,1,11.27471835763
2020,"AK","E","U",1,258.2,50.2229031418933,4.2,27,4.61519230368573,NA,0.00559999999999998,0.000543760047412578,0.000133759037388862,253,125.278356736775,31.3195891841938,0.275,0.6,0.125,0.3,0.0706048756769608,0.20949746718,20,1,2,8.98723015268
2020,"AK","E","U",2,216.2,27.7117303682033,3.4,21,5.12835256198323,NA,0.0062,0.00119804422702533,0.000430997257107408,239,76.6898515667708,19.1724628916927,0.225,0.6375,0.1375,0.1,0.0424218731052887,0.06409643616,20,1,3,7.43935142145
2020,"AK","E","U",3,286.6,27.7048732175406,4.4,32.8,8.61626369141521,NA,0.0048,0.000492878897051445,8.29076214210368e-05,258,71.2928233882392,17.8232058470598,0.1875,0.7125,0.1,0.25,0.0287010684033853,0.04374579296,20,1,4,9.35629899787
2020,"AK","F","L",4,543.2,66.2566223105283,4.8,58.4,10.9936345218494,NA,0.0012,5.01644289543152e-05,1.65516048720153e-05,157,10,2.5,0.425,0.075,0.5,0.6,0.0374859096301944,0.3819260221,20,1,4,18.64366199005
2020,"AK","F","L",5,288.2,55.3275699809778,3.8,33.8,10.336343647538,NA,0.018,0.00132227595155749,0.0011592897519911,362,137.074189158037,34.2685472895093,0.6875,0.0875,0.225,0.45,0.0205373006383957,0.08603360256,20,1,4,9.13876913871
2020,"AK","F","L",6,397.2,22.9856476958993,4.2,57.4,15.3935051239151,NA,0.0034,0.000272821126977285,0.000129411392797723,349,79.8915932164747,19.9728983041187,0.75,0.1375,0.1125,0.35,0.031142937789169,0.14280057119,20,1,2,14.40496818169
2020,"AK","F","U",1,494,57.7252111299734,3.6,65,7.19722168617863,NA,8e-04,9.07742574697387e-05,4.10549856524245e-05,287,40.0499687890016,10.0124921972504,0.4,0.1125,0.4875,0.5,0.0998013812824452,0.52046859874,20,1,5,15.94874604169
2020,"AK","F","U",2,257.2,50.1451892009592,2.6,46.2,10.1656283622804,NA,0.001,0.000143075626638889,4.23244265388462e-05,406,165.682427151061,41.4206067877653,0.4125,0.3375,0.25,0.35,0.0632845684159673,0.15333364702,20,1,0,8.31840810492
2020,"AK","F","U",3,275.8,11.5732450073434,3.8,35.2,12.3426091244923,NA,0.0012,0.000171899667429628,6.52268963370504e-05,238,88.3930615678252,22.0982653919563,0.35,0.1875,0.5375,0.75,0.0665027067608625,0.33003997182,20,1,7,7.78428012577
2020,"BC","A","L",4,800.4,78.8654550484558,4.4,171.2,13.230268326833,24.11,0.000519999999999998,3.55586231037187e-05,2.64544185433869e-05,484,217.574508310755,54.3936270776887,0.7875,0.1875,0,0.25,0.0200307419983253,0.14685991328,20,1,1,26.498
2020,"BC","A","L",5,702.6,68.5868792116976,3.4,164.2,11.2178429299041,16.434,0,0,0,544,152.909559326202,38.2273898315505,0.9375,0.0625,0,0.35,0.0569030889015918,0.53291898563,20,1,3,22.432
2020,"BC","A","L",6,979.4,110.380523644346,4.2,216.6,24.5348731400837,28.228,0.00911999999999999,0.000277984984868759,0.000218210200890428,756,183.535645947411,45.8839114868527,1,0,0,0.1,0.028609159125809,0.0542519024,20,1,0,22.095
2020,"BC","A","U",1,470.6,99.2872600085228,3.4,88.8,17.9983332561657,12.656,0,0,0,568,291.387485432485,72.8468713581213,0.875,0.125,0,0.1,0.0302054019945944,0.04037229632,20,1,0,11.9025
2020,"BC","A","U",2,474.2,57.1728956761856,3.6,85.8,7.33757453113766,14.316,0,0,0,360,379.19212368754,94.798030921885,0.55,0.3825,0.0675,0.35,0.05732709406526,0.19508302753,20,1,0,13.7465
2020,"BC","A","U",3,312.2,19.2520128817742,2.6,67,5.42217668469038,6.412,0,0,0,568,122.898331965898,30.7245829914744,0.775,0.225,0,0.15,0.175420173200701,0.26031834467,20,1,2,11.673
2020,"BC","B","L",4,1240.2,58.2944251193886,7,244.8,11.7575507653593,56.864,0,0,0,55,15.4488403016753,3.86221007541882,0.6125,0.225,0.1625,0.55,0.0636564234164412,1.90809572218,20,1,11,62.122
2020,"BC","B","L",5,1131.4,124.63129623012,5.6,234.4,16.8243870616436,49.7,0,0,0,76,8,2,0.875,0.125,0,0.65,0.0424289944980623,1.4793038947,20,1,9,59.5815
2020,"BC","B","L",6,1173.2,180.87741705365,5.8,222.2,22.109726366466,57.22,0.0028,4.81099656357388e-05,4.81099656357388e-05,31,7.57187779440036,1.89296944860009,0.3125,0.6625,0.025,0.3,0.0127153740467784,0.20034507106,20,1,12,65.0825
2020,"BC","B","U",1,997,97.8713441207384,5.8,202.4,16.7648441686763,45.344,0,0,0,109,54.881690936049,13.7204227340122,0.7625,0.1125,0.125,0.25,0.0337228844466713,0.41563132546,20,1,6,57.528
2020,"BC","B","U",2,1072,117.384837180958,6.4,208.4,22.0331568323742,51.156,0,0,0,113,39.1066916694999,9.77667291737498,0.7125,0.2875,0,0.35,0.0135040851880175,0.26715792255,20,1,12,55.944
2020,"BC","B","U",3,1159.8,61.7133697021966,7.4,216.4,10.4192130221049,65.21,0,0,0,47,23.6361305349811,5.90903263374528,0.4625,0.5375,0,0.15,0.0694391347442311,0.3941265203,20,1,10,58.4755
2020,"BC","C","L",4,368.4,64.4558763806683,4,81.6,12.0772513429174,11.776,0,0,0,288,171.829372731595,42.9573431828987,0.675,0.15,0.175,0.1,0.0946779516584503,0.36341628511,20,1,3,19.5485
2020,"BC","C","L",5,553,53.9870354807522,3.8,107.4,8.19512049941915,16.766,0,0,0,388,61.7953612067012,15.4488403016753,0.925,0.075,0,0.15,0.0298819894485436,0.08947900959,20,1,5,18.67
2020,"BC","C","L",6,815,92.4159077215606,6,155.8,16.0947196309846,34.538,0,0,0,232,98.1970807441172,24.5492701860293,0.875,0.075,0.05,0,0,0,20,1,6,40.148
2020,"BC","C","U",1,345.4,24.1362797464729,4.8,68.8,6.82934843158555,13.532,0,0,0,456,65.9696900098826,16.4924225024706,0.55,0.375,0.075,0.0526315789473684,0.279098910833333,0.158645696684211,19,0.95,1,13.2926315789474
2020,"BC","C","U",2,401.6,26.4075746709159,4.2,75.8,4.54312667664022,13.586,0,0,0,352,187.047231112002,46.7618077780005,0.6125,0.2625,0.125,0,0,0,20,1,3,13.5725
2020,"BC","C","U",3,317.8,36.8787201513285,3.8,60.6,5.2687759489278,10.482,0,0,0,464,147.223186579651,36.8057966449127,0.7,0.1625,0.1375,0.15,0.0769193599342557,0.15795029474,20,1,2,10.0515
2020,"BC","D","L",4,693.4,36.4494170049399,6,136.6,6.86731388535576,25.2,0,0,0,172,56,14,0.5625,0.4375,0,0.05,0.00673850308354867,0.01564680416,20,1,7,34.149
2020,"BC","D","L",5,662.2,90.0291064045401,5.2,123,13.137731919932,26.012,0.000800000000000006,3.52422907488989e-05,3.52422907488989e-05,336,87.6356092008266,21.9089023002066,0.6375,0.3875,0,0.05,0.00521632926385442,0.01261308416,20,1,5,33.489
2020,"BC","D","L",6,746.4,139.468132560811,5.2,153.6,21.8600091491289,32.512,0,0,0,192,77.2873426463437,19.3218356615859,0.35,0.7,0,0,0,0,20,1,9,24.734
2020,"BC","D","U",1,459,58.744645146033,2,86.5,6.08276253029822,5.732,0,0,0,756,245.23186307384,61.30796576846,1,0,0,0,0,0,20,1,3,8.716
2020,"BC","D","U",2,278.6,51.8706082478314,2.2,58.4,7.60657610229465,5.102,0,0,0,1724,472.722610699622,118.180652674906,1,0,0.1,0.05,0.0191086083516484,0.00347776672,20,1,3,5.601
2020,"BC","D","U",3,424.4,69.077927010008,3.6,87,14.7580486514986,11.804,0,0,0,760,269.478508728742,67.3696271821855,0.875,0.0875,0.0875,0.1,0.0115745969256936,0.01519736416,20,1,2,11.361
2020,"BC","E","L",4,391.6,55.286164634563,2.4,81.2,11.6034477634882,8.146,0.29892,0.0198689952107729,0.0136551914329358,192,47.1027246204152,11.7756811551038,0.2,0.7125,0.0875,0.0476190476190476,0.0745425270813397,0.0222562688,21,1.05,5,8.18333333333333
2020,"BC","E","L",5,278.8,27.657548698321,1.6,58.2,5.35163526410386,3.032,0.00553999999999998,0.00276999999999999,0.00276999999999999,116,70.8048962525427,17.7012240631357,0.105,0.895,0,0,0,0,20,1,4,5.5285
2020,"BC","E","L",6,381.8,72.9276353654772,2.8,75.6,12.0565334984812,6.944,0.29256,0.0314236208508649,0.0263197686747407,88,87.1473847379637,21.7868461844909,0.1625,0.8375,0,0,0,0,20,1,0,7.4185
2020,"BC","E","U",1,86.6,7.48064168370602,1.4,19.6,2.6944387170615,0.672,0,0,0,316,221.076155807601,55.2690389519002,0.15,0.85,0,0,0,0,20,1,4,1.7655
2020,"BC","E","U",2,194.6,24.3178946457131,1.8,39.2,2.41660919471891,2.416,0,0,0,680,200.053326224118,50.0133315560295,0.5,0.4875,0.0125,0,0,0,20,1,5,3.109
2020,"BC","E","U",3,201,14.3108350559987,2,33.6,4.44522215417857,2.876,0,0,0,240,123.245013421774,30.8112533554436,0.1375,0.8625,0,0,0,0,20,1,1,3.45
2020,"WA","A","L",4,615.2,26.609021026712,6.2,154,28.5499562171293,30.488,0.02964,0.00084042097547123,0.000234075903685899,114,42.142615011411,10.5356537528527,0.475,0.0025,0.5225,0.9,0.164631165076364,4.99004063462,20,1,2,33.98375250534
2020,"WA","A","L",5,486.2,34.8717650829435,6.7,118.6,7.08942874990644,27.81,0.0304,0.00110548564923371,0.000331156215686611,30,22.2710574513201,5.56776436283002,0.225,0,0.775,0.65,0.0572427549908246,0.99322734367,20,1,0,26.54353117832
2020,"WA","A","L",6,416.8,40.009248930716,5.6,111.4,5.2687759489278,23.239,0.0352,0.00150151791904516,0.000126837046093487,37,36.7151195013716,9.17877987534291,0.0625,0,0.9375,0.35,0.0360485885519007,0.36406527649,20,1,2,28.32196343249
2020,"WA","A","U",1,555,60.0907646814384,5.6,143,12.5499003980111,29.786,0.0206799999999999,0.000640535385081222,0.000172621372766995,13,11.9443152447793,2.98607881119482,0.025,0,0.975,0.45,0.0322795393545682,0.4792261866,20,1,1,31.5792985444
2020,"WA","A","U",2,541.6,75.6330615537941,5.2,138.4,17.1277552528053,27.97,-0.16674,-0.00686383626025728,0.00785826882594324,24,29.7545514725619,7.43863786814047,0.0625,0,0.9375,0.75,0.0924363057915454,2.07924247419,20,1,4,26.4577589847
2020,"WA","A","U",3,456,55.9982142572422,4.8,125.4,13.8079687137537,21.58,0.0213399999999999,0.000993738119651069,0.000179491911853162,51,52.1919534027996,13.0479883506999,0.0875,0,0.9125,0.75,0.0637469742559892,1.26578573739,20,1,0,29.11683241564
2020,"WA","B","L",4,724.6,75.2413450172178,8.2,176.4,7.33893725276351,56.808,0.21728,0.00376688626508924,0.000325423791472542,22,16.1658075373095,4.04145188432738,0.5,0,0.5,0.3,0.0187817123125564,0.36751427905,20,1,1,60.97475535025
2020,"WA","B","L",5,782.6,29.8422519257512,8.3,169.6,3.95727178748188,59.449,0.26358,0.00439713495289549,0.000487777561175996,71,54.2954878419929,13.5738719604982,0.6,0.2,0.35,0.35,0.0155507303257025,0.30300166149,20,1,3,50.07500693549
2020,"WA","B","L",6,905.8,70.2669196706388,7.6,212,9.13783344124853,65.416,0.70698,0.0103666075639562,0.00140891924154287,115,104.683650426734,26.1709126066835,0.675,0.0125,0.3125,0.4,0.00907981403682637,0.22466067391,20,1,1,51.14066966401
2020,"WA","B","U",1,643.6,71.8766999798961,6.3,160.6,8.35822947758674,37.615,0.23436,0.00730003118235953,0.00244327785626789,17,26.6082693913001,6.65206734782504,0.35,0.025,0.6175,0.4,0.045832184932992,0.78146379998,20,1,2,46.71811506878
2020,"WA","B","U",2,640.6,122.346475225075,5.8,153.2,24.8744849192903,38.556,0.28112,0.00734924265196468,0.00155730721582119,93,34.6217657935968,8.65544144839919,0.7,0.075,0.225,0.55,0.0515866064810862,1.28787840983,20,1,5,39.70427645393
2020,"WA","B","U",3,612,91.6335091546755,7.2,166.8,15.1802503273167,38.305,0.4092,0.0125808105021005,0.00552003856365367,180,31.1555238547945,7.78888096369861,0.6,0,0.4,0.6,0.0353661403985512,1.0050323347,20,1,3,48.65820966335
2020,"WA","C","L",4,940,38.731124435007,7.2,206,29.3853705098302,66,0.20878,0.00271870652268786,0.00063700450897166,90.4,58.0758125212209,11.6151625042442,0.75,0.25,0,0.95,0.0260579142802272,1.59265356157,20,1,2,61.59015737107
2020,"WA","C","L",5,775.2,69.1775975298362,7.5,193.2,18.706683297688,55.924,0.20352,0.00376992716232408,0.00046383383196352,76,34.5253530032641,6.90507060065283,0.62,0.38,0,0.7,0.0564135623013039,2.39253990715,20,1,0,58.546644215
2020,"WA","C","L",6,1041.2,46.8341755558908,8,303.4,29.4832155641138,81.19,0.27402,0.00340583198010952,0.000366647831211705,104,18.5472369909914,3.70944739819828,0.85,0.15,0,0.55,0.0419343142077184,1.54570326139,20,1,0,71.75564832939
2020,"WA","C","U",1,651.6,39.6492118458867,6.6,169.8,8.10802072024979,43.356,0.1561,0.00354580056072868,0.00027839082476839,12,NA,NA,0.07,0.71,0.22,0.25,0.0157678351594558,0.18949469058,20,1,0,41.06410759198
2020,"WA","C","U",2,553.2,57.2498034931125,6,118.8,10.0667770413375,25.89,0.0756800000000001,0.00307703544964981,0.000344593638155662,0.8,1.78885438199983,0.357770876399966,0.014,0.516,0.47,0.5,0.00997407884751294,0.23236048,20,1,1,37.536729425
2020,"WA","C","U",3,715.2,15.3733535703827,6.6,160.8,13.8470213403461,37.884,0.10304,0.00269614198956052,0.000376885764335144,17.6,35.0542436803306,7.01084873606613,0.054,0.736,0.21,0.4,0.0073945691128278,0.12959242848,20,1,0,45.25215705728
2020,"WA","D","L",4,649.6,36.1519017480409,6.2,159.2,9.5467271878901,39.418,0.10276,0.00245202247387833,0.000266020601038474,79,22.2411030901497,5.56027577253743,0.4375,0.5625,0,0.45,0.0439120956345891,0.99513386822,20,1,0,42.14130199272
2020,"WA","D","L",5,648,38.4746669901118,5,167.25,6.28622833395882,31.04,0.0473,0.00136140050038405,0.000229431745756311,52,39.0555160423382,9.76387901058454,0.45,0.5375,0.0125,0.4,0.0346345264443634,0.5964482285,20,1,0,38.8004677732
2020,"WA","D","L",6,772,56.6877411792003,6.4,191,16.8819430161341,42.674,0.07202,0.00160861776991457,0.000253562753898169,71,16.1245154965971,4.03112887414927,0.3375,0.6625,0,0.4,0.0518869652749639,0.94550400673,20,1,2,42.69775454873
2020,"WA","D","U",1,459.4,54.2582712588597,4.7,117.2,13.3618860944105,21.732,0.0370999999999999,0.001858712974833,0.000289807163166229,226,37.3095162123553,9.32737905308882,0.575,0.2,0.2125,0.5,0.0616335429651386,0.72749324704,20,1,2,24.63846019184
2020,"WA","D","U",2,590.333333333333,17.4489732267164,6.5,117.8,10.6929883568626,33.7,0.0567666666666666,0.0016421816986347,0.000179445972131197,92,101.298239537187,25.3245598842968,0.2625,0.5925,0.145,0.75,0.028462947159572,0.48391834017,20,1,2,26.35898150827
2020,"WA","D","U",3,531.6,42.3646078702494,4.8,119,17.2887246493199,23.084,0.04576,0.00207068310537432,0.000287651969394661,240,41.182520563948,10.295630140987,0.6375,0.125,0.2375,0.35,0.015146778628001,0.13614975808,20,1,0,23.94691507543
2020,"WA","E","L",4,994.4,72.1710468262724,10.7,249.4,14.4796408795246,97.96,0.11474,0.00114724205786444,0.000210287928236619,75.2,36.0444170434202,7.20888340868404,0.83,0.12,0.05,0.3,0.00339401927158788,0.08812080194,20,1,0,97.43350745044
2020,"WA","E","L",5,1089.8,195.840598446798,9.5,274,39.2262667099483,96.748,0.15678,0.0018323128946631,0.000401236398005877,4,8.94427190999916,1.78885438199983,0.15,0.56,0.29,0.75,0.0162888308101235,1.51977416896,20,1,3,107.29100887736
2020,"WA","E","L",6,1208.8,57.0923812780655,12,276.2,20.9055016682212,135.352,0.1802,0.00128433124350107,0.000428598809056752,19.2,21.0523157871052,4.21046315742105,0.172,0.738,0.09,0.4,0.00350319823024733,0.18623355392,20,1,0,117.00909463378
2020,"WA","E","U",1,605.8,64.0846315429838,8.4,157.8,9.20543317829205,52.186,0.077,0.00151685369611179,0.000147454726071487,4,8.94427190999916,1.78885438199983,0.03,0.76,0.21,0.55,0.017962987041967,0.76607137892,20,1,1,59.6548802021
2020,"WA","E","U",2,626.6,37.3411301382269,9.2,161.6,9.31450481775601,52.728,0.0578,0.00105955202916813,0.000165299942337572,18.4,41.1436507859961,8.22873015719923,0.08,0.72,0.2,0.3,0.0338764092647346,0.46702748605,20,1,1,40.96067471025
2020,"WA","E","U",3,655.8,65.176222658267,11.8,194.4,7.59341820262785,71.792,0.11448,0.0015609312062246,0.000118901119691439,9.6,17.343586710943,3.46871734218861,0.032,0.788,0.19,0.45,0.0223704794136717,0.7927591261,20,1,0,66.7852372236
2020,"OR","A","U",1,1101.8,79.9320961816966,8.4,271.2,16.7582815348114,64.066,NA,NA,NA,102.777777777778,71.0734854162796,17.7683713540699,0.675,0,0.325,0.45,0.0213338269894017,0.55605435899,20,1,1,68.85402443326
2020,"OR","A","U",2,681.6,77.4690906103847,7.5,180.4,24.8225703745603,37.093,NA,NA,NA,30.5555555555555,61.111111111111,15.2777777777778,0.25,0.125,0.625,0.1,0.00233322922746372,0.01125937088,20,1,0,33.986430118
2020,"OR","A","U",3,558.8,67.020444641915,6.6,142.6,17.0194006945016,33.188,NA,NA,NA,30.5555555555556,47.4666874739863,11.8666718684966,0.1875,0.7125,0.1,0.6,0.0306875445969273,0.68238654977,20,1,0,24.3819048617
2020,"OR","B","U",1,517.6,55.2019927176547,5.5,117.8,10.8784190027779,23.35,NA,NA,NA,22.2222222222222,24.0027433274365,6.00068583185914,0.3125,0,0.6875,0.15,0.00922224552164744,0.0388945376,20,1,0,22.0674900663
2020,"OR","B","U",2,622,112.25150333069,6.4,138.6,16.7349932775606,32.056,NA,NA,NA,16.6666666666667,26.4497349205291,6.61243373013227,0.1125,0.0375,0.85,0.15,0.00461597280413191,0.02673808448,20,1,0,30.4618670683
2020,"OR","B","U",3,568,33.4932829086669,5.6,153,13.0345694213503,25.92,NA,NA,NA,211.111111111111,117.238457713663,29.3096144284157,0.5125,0.0125,0.4875,0.65,0.0243753096792551,0.51913825633,20,1,0,27.13994405533
2020,"OR","C","U",1,1173.6,125.762315500312,7.2,253.4,17.4315805364861,72.596,NA,NA,NA,69.4444444444445,34.3966215203828,8.5991553800957,0.75,0,0.25,0.7,0.00262423008453902,0.12588544736,20,1,0,72.46625
2020,"OR","C","U",2,1166.2,112.570600069468,8.3,300.2,24.9627722819402,78.293,NA,NA,NA,61.1111111111111,34.5458483447734,8.63646208619335,0.65,0,0.35,0.45,0.0148277098772119,0.63582995906,20,1,0,72.61475
2020,"OR","C","U",3,996,202.503333305899,7.6,276.6,37.304959455815,67.02,NA,NA,NA,36.1111111111111,24.6372864734261,6.15932161835652,0.525,0.175,0.3,0.8,0.00905222081385959,0.74097285153,20,1,0,83.5845
2020,"OR","D","U",1,979.2,94.4321978988099,6.9,254.4,23.6993670801564,58.952,NA,NA,NA,113.888888888889,56.9275042553312,14.2318760638328,0.925,0,0.075,0.5,0.011110500561454,0.39695799233,20,1,0,56.672
2020,"OR","D","U",2,725,21.8997716883076,7.2,195.4,9.3680307429043,44.016,NA,NA,NA,63.8888888888889,22.9061423645426,5.72653559113565,0.6375,0,0.3625,0.55,0.0272515779353789,0.70179426786,20,1,0,52.84495538574
2020,"OR","D","U",3,827.2,71.2722947575003,7.4,236.8,21.8824130296455,51.136,NA,NA,NA,150,86.3050385017115,21.5762596254279,0.65,0,0.35,0.45,0.0867967332427409,2.07301053928,20,1,1,41.63
2020,"OR","E","U",1,676,44.4893245621913,6.2,188.8,10.8277421469113,40.139,NA,NA,NA,86.1111111111111,68.7184270936277,17.1796067734069,0.475,0.3,0.225,0.9,0.078343898600925,2.58797889124,20,1,4,39.13625
