"SampleDate","SampleId","Region","SiteCode","TidalHeight","Transect","Blade","BrokenTip","PrevalenceHand","Year","Prevalence","LesionArea","HealthyArea","BladeArea","Severity"
"2021-07-21","AK.A.2.U.7","AK","A","U",2,7,"N","1",2021,1,4.5487103296,2.7125142208,7.567,0.601124663618343
"2021-07-21","AK.A.2.U.8","AK","A","U",2,8,"N","1",2021,1,0.1618703104,8.0983514944,8.2602218048,0.0195963636601062
"2021-07-21","AK.A.2.U.9","AK","A","U",2,9,"N","1",2021,1,1.0060984064,2.7762448128,5.037,0.199741593488187
"2021-07-21","AK.A.2.U.10","AK","A","U",2,10,"N","1",2021,1,0.5190672448,10.4916554496,12.352,0.0420229310880829
"2021-07-21","AK.A.2.U.11","AK","A","U",2,11,"Y","1",2021,1,0.5783753472,5.7863242688,6.364699616,0.0908723713757114
"2021-07-21","AK.A.2.U.12","AK","A","U",2,12,"N","1",2021,1,3.07147296,3.850532256,7.084,0.433578904573687
"2021-07-21","AK.A.2.U.13","AK","A","U",2,13,"N","1",2021,1,0.134652224,10.8618501888,10.9965024128,0.0122450047247081
"2021-07-21","AK.A.2.U.14","AK","A","U",2,14,"N","1",2021,0,0,13.7380684352,15.138,0
"2021-07-21","AK.A.2.U.15","AK","A","U",2,15,"N","1",2021,1,2.197222272,6.4295627968,8.91,0.246601826262626
"2021-07-21","AK.A.3.U.1","AK","A","U",3,1,"N","1",2021,0,0,5.2581963136,7.11,0
"2021-07-21","AK.A.3.U.2","AK","A","U",3,2,"N","1",2021,1,1.0033118784,1.7883397376,3.4,0.295091728941176
"2021-07-21","AK.A.3.U.3","AK","A","U",3,3,"N","1",2021,0,0,8.7692575488,10.95,0
"2021-07-21","AK.A.3.U.4","AK","A","U",3,4,"N","1",2021,1,0.078741888,2.4002972416,3.64,0.0216323868131868
"2021-07-21","AK.A.3.U.5","AK","A","U",3,5,"N","1",2021,1,1.034071552,3.713093504,5.02,0.205990349003984
"2021-07-21","AK.A.3.U.6","AK","A","U",3,6,"N","1",2021,1,2.444773824,3.2803906496,5.88,0.41577786122449
"2021-07-21","AK.A.3.U.7","AK","A","U",3,7,"N","1",2021,1,0.8493876672,1.191195776,2.5,0.33975506688
"2021-07-21","AK.A.3.U.8","AK","A","U",3,8,"N","1",2021,1,0.67820496,3.1735497728,4.2,0.161477371428571
"2021-07-21","AK.A.3.U.9","AK","A","U",3,9,"N","1",2021,1,0.04404512,4.4531953408,4.72,0.00933159322033898
"2021-07-21","AK.A.3.U.10","AK","A","U",3,10,"N","1",2021,1,4.4834156864,1.5251117184,6.94,0.646025315043228
"2021-07-21","AK.A.3.U.11","AK","A","U",3,11,"N","1",2021,1,1.079015552,1.9643763968,3.32,0.325004684337349
"2021-07-21","AK.A.3.U.12","AK","A","U",3,12,"N","1",2021,0,0,0,1.4,0
"2021-07-21","AK.A.3.U.13","AK","A","U",3,13,"N","1",2021,0,0,2.9015666624,2.9015666624,0
"2021-07-21","AK.A.3.U.14","AK","A","U",3,14,"Y","1",2021,1,0.2938978048,0.370877888,1.65,0.17811988169697
"2021-07-21","AK.A.3.U.15","AK","A","U",3,15,"N","1",2021,1,0.0462743424,5.8881673728,6.57,0.00704327890410959
"2021-07-25","AK.B.4.L.1","AK","B","L",4,1,"N","1",2021,1,2.918573472,21.890604416,24.809177888,0.11764087811276
"2021-07-25","AK.B.4.L.2","AK","B","L",4,2,"N","1",2021,1,0.783643584,7.2994808832,8.0831244672,0.0969481030732482
"2021-07-25","AK.B.4.L.3","AK","B","L",4,3,"N","1",2021,1,5.307526848,38.5228686976,43.8303955456,0.121092378517967
"2021-07-25","AK.B.4.L.4","AK","B","L",4,4,"Y","1",2021,1,1.7604025472,12.0209559488,13.781358496,0.127737954695174
"2021-07-25","AK.B.4.L.5","AK","B","L",4,5,"N","1",2021,1,0.509305408,34.4353916736,34.9446970816,0.0145746121882445
"2021-07-25","AK.B.4.L.6","AK","B","L",4,6,"N","1",2021,0,0,18.7347446016,18.7347446016,0
"2021-07-25","AK.B.4.L.7","AK","B","L",4,7,"Y","1",2021,1,0.2340863296,7.6107090944,7.844795424,0.0298396984176091
"2021-07-25","AK.B.4.L.8","AK","B","L",4,8,"Y","1",2021,1,3.9908833792,22.8777903872,26.8686737664,0.148532950077748
"2021-07-25","AK.B.4.L.9","AK","B","L",4,9,"N","1",2021,0,0,44.671998912,44.671998912,0
"2021-07-25","AK.B.4.L.10","AK","B","L",4,10,"N","0",2021,0,0,26.704196704,26.704196704,0
"2021-07-25","AK.B.4.L.11","AK","B","L",4,11,"N","1",2021,1,0.9912668864,23.911016992,24.9022838784,0.0398062640053596
"2021-07-25","AK.B.4.L.12","AK","B","L",4,12,"Y","1",2021,1,0.041708032,17.9153795264,17.9570875584,0.00232265014381409
"2021-07-25","AK.B.4.L.13","AK","B","L",4,13,"Y","1",2021,1,0.5311122368,34.5273470976,35.0584593344,0.0151493319125653
"2021-07-25","AK.B.4.L.14","AK","B","L",4,14,"N","1",2021,1,0.7685064448,19.3927786944,20.1612851392,0.038117929462035
"2021-07-25","AK.B.4.L.15","AK","B","L",4,15,"N","1",2021,1,1.3981898624,27.898358784,29.2965486464,0.047725412275545
"2021-07-25","AK.B.5.L.1","AK","B","L",5,1,"N","1",2021,0,0,80.1284463552,80.1284463552,0
"2021-07-25","AK.B.5.L.2","AK","B","L",5,2,"N","1",2021,1,4.6939333824,62.4468655168,67.1407988992,0.0699117892452711
"2021-07-25","AK.B.5.L.3","AK","B","L",5,3,"N","1",2021,1,0.5394718208,40.06622768,40.6056995008,0.0132856182120289
"2021-07-25","AK.B.5.L.4","AK","B","L",5,4,"N","1",2021,1,6.1733640192,47.8139620416,53.9873260608,0.114348393773895
"2021-07-25","AK.B.5.L.5","AK","B","L",5,5,"Y","1",2021,1,8.7644755072,52.6441476544,61.4086231616,0.142723856291906
"2021-07-25","AK.B.5.L.6","AK","B","L",5,6,"Y","1",2021,1,0.122787008,15.2410317504,15.3638187584,0.00799195889582253
"2021-07-25","AK.B.5.L.7","AK","B","L",5,7,"Y","1",2021,1,4.684423232,29.4782482496,34.1626714816,0.137121104083532
"2021-07-25","AK.B.5.L.8","AK","B","L",5,8,"N","1",2021,1,3.1216124864,25.8302516352,28.9518641216,0.107820777041816
"2021-07-25","AK.B.5.L.9","AK","B","L",5,9,"N","1",2021,0,0,38.6959570304,38.6959570304,0
"2021-07-25","AK.B.5.L.10","AK","B","L",5,10,"N","1",2021,1,3.107967488,27.3849365056,30.4929039936,0.101924286668541
"2021-07-25","AK.B.5.L.11","AK","B","L",5,11,"Y","1",2021,1,0.3033180672,44.1381361024,44.4414541696,0.00682511571386617
"2021-07-25","AK.B.5.L.12","AK","B","L",5,12,"N","1",2021,1,0.2674707328,41.2241469184,41.4916176512,0.00644637996639459
"2021-07-25","AK.B.5.L.13","AK","B","L",5,13,"Y","1",2021,1,0.421754496,18.2486662528,18.6704207488,0.0225894478584318
"2021-07-25","AK.B.5.L.14","AK","B","L",5,14,"N","1",2021,1,4.6644141632,33.0170668992,37.6814810624,0.12378531925207
"2021-07-25","AK.B.5.L.15","AK","B","L",5,15,"Y","1",2021,1,1.409084288,44.9125212224,46.3216055104,0.030419590868534
"2021-07-25","AK.B.6.L.1","AK","B","L",6,1,"Y","1",2021,1,2.5729361344,10.7524385152,13.3253746496,0.193085463040038
"2021-07-25","AK.B.6.L.2","AK","B","L",6,2,"N","1",2021,1,0.030202368,38.6444512064,38.6746535744,0.000780934415919162
"2021-07-25","AK.B.6.L.3","AK","B","L",6,3,"N","1",2021,1,1.998030464,50.9782893056,52.9763197696,0.0377155391822169
"2021-07-25","AK.B.6.L.4","AK","B","L",6,4,"N","0",2021,0,0,6.6620311424,6.6620311424,0
"2021-07-25","AK.B.6.L.5","AK","B","L",6,5,"Y","1",2021,1,4.2144168576,29.4543380416,33.6687548992,0.125172934675411
"2021-07-25","AK.B.6.L.6","AK","B","L",6,6,"N","1",2021,1,1.044318784,34.424137696,35.46845648,0.0294435926353004
"2021-07-25","AK.B.6.L.7","AK","B","L",6,7,"Y","0",2021,0,0,17.0796368576,17.0796368576,0
"2021-07-25","AK.B.6.L.8","AK","B","L",6,8,"N","1",2021,1,0.057887872,15.8490881152,15.9069759872,0.00363915002113419
"2021-07-25","AK.B.6.L.9","AK","B","L",6,9,"N","1",2021,1,1.50472512,12.1040663936,13.6087915136,0.110570076593226
"2021-07-25","AK.B.6.L.10","AK","B","L",6,10,"Y","1",2021,0,0,13.0522589504,13.0522589504,0
"2021-07-25","AK.B.6.L.11","AK","B","L",6,11,"N","1",2021,1,2.1357928128,10.8032971456,12.9390899584,0.165065149068962
"2021-07-25","AK.B.6.L.12","AK","B","L",6,12,"Y","1",2021,1,1.5151880832,15.80141152,17.3165996032,0.0874991694628085
"2021-07-25","AK.B.6.L.13","AK","B","L",6,13,"N","1",2021,0,0,6.176024704,6.176024704,0
"2021-07-25","AK.B.6.L.14","AK","B","L",6,14,"N","0",2021,0,0,2.6174846272,2.6174846272,0
"2021-07-25","AK.B.6.L.15","AK","B","L",6,15,"N","1",2021,1,3.355788704,32.4703141504,35.8261028544,0.0936688178906363
"2021-07-25","AK.B.1.U.1","AK","B","U",1,1,"Y","1",2021,1,6.8515869568,6.1695887232,13.02117568,0.526188043628331
"2021-07-25","AK.B.1.U.2","AK","B","U",1,2,"N","1",2021,1,0.074427264,11.2163864384,11.2908137024,0.00659184235624927
"2021-07-25","AK.B.1.U.3","AK","B","U",1,3,"Y","1",2021,1,4.9453860736,12.46611728,17.4115033536,0.28402981483948
"2021-07-25","AK.B.1.U.4","AK","B","U",1,4,"N","1",2021,0,0,12.9406000768,12.9406000768,0
"2021-07-25","AK.B.1.U.5","AK","B","U",1,5,"N","1",2021,0,0,5.6233573248,5.6233573248,0
"2021-07-25","AK.B.1.U.6","AK","B","U",1,6,"N","1",2021,1,3.557407488,5.1056563776,8.6630638656,0.410640801359672
"2021-07-25","AK.B.1.U.7","AK","B","U",1,7,"N","0",2021,0,0,21.3530022656,21.3530022656,0
"2021-07-25","AK.B.1.U.8","AK","B","U",1,8,"Y","1",2021,1,0.729710784,6.313643232,7.043354016,0.103602741299437
"2021-07-25","AK.B.1.U.9","AK","B","U",1,9,"N","1",2021,0,0,17.5537241472,17.5537241472,0
"2021-07-25","AK.B.1.U.10","AK","B","U",1,10,"N","1",2021,0,0,42.837115168,42.837115168,0
"2021-07-25","AK.B.1.U.11","AK","B","U",1,11,"Y","1",2021,0,0,8.2787207552,8.2787207552,0
"2021-07-25","AK.B.1.U.12","AK","B","U",1,12,"N","1",2021,1,4.4214648768,12.412094592,16.8335594688,0.262657751320802
"2021-07-25","AK.B.1.U.13","AK","B","U",1,13,"N","0",2021,0,0,18.6615937472,18.6615937472,0
"2021-07-25","AK.B.1.U.14","AK","B","U",1,14,"Y","1",2021,0,0,4.6190566784,4.6190566784,0
"2021-07-25","AK.B.1.U.15","AK","B","U",1,15,"N","1",2021,1,5.468606144,16.8564629312,22.3250690752,0.244953604648635
"2021-07-25","AK.B.2.U.1","AK","B","U",2,1,"N","1",2021,1,0.092404864,7.59733376,7.689738624,0.0120166456258475
"2021-07-25","AK.B.2.U.2","AK","B","U",2,2,"N","1",2021,0,0,8.5884208704,8.5884208704,0
"2021-07-25","AK.B.2.U.3","AK","B","U",2,3,"N","1",2021,0,0,31.1130053504,31.1130053504,0
"2021-07-25","AK.B.2.U.4","AK","B","U",2,4,"N","1",2021,0,0,27.7809470784,27.7877785664,0
"2021-07-25","AK.B.2.U.5","AK","B","U",2,5,"N","1",2021,0,0,10.4547474368,10.4547474368,0
"2021-07-25","AK.B.2.U.6","AK","B","U",2,6,"N","0",2021,0,0,11.754833536,11.754833536,0
"2021-07-25","AK.B.2.U.7","AK","B","U",2,7,"Y","1",2021,1,0.540586432,22.3802423296,22.9208287616,0.0235849426572944
"2021-07-25","AK.B.2.U.8","AK","B","U",2,8,"N","1",2021,0,0,28.2912412544,28.2912412544,0
"2021-07-25","AK.B.2.U.9","AK","B","U",2,9,"N","1",2021,1,0.025348416,18.9311139264,18.9564623424,0.00133719127240862
"2021-07-25","AK.B.2.U.10","AK","B","U",2,10,"Y","0",2021,0,0,14.699025088,14.699025088,0
"2021-07-25","AK.B.2.U.11","AK","B","U",2,11,"Y","1",2021,1,0.081618304,24.272726304,24.354344608,0.00335128312067941
"2021-07-25","AK.B.2.U.12","AK","B","U",2,12,"Y","0",2021,0,0,24.138613408,24.138613408,0
"2021-07-25","AK.B.2.U.13","AK","B","U",2,13,"N","1",2021,1,1.995154048,31.355541152,33.3506952,0.0598234620308605
"2021-07-25","AK.B.2.U.14","AK","B","U",2,14,"Y","1",2021,1,2.103019648,8.8860040832,10.9890237312,0.191374566061689
"2021-07-25","AK.B.2.U.15","AK","B","U",2,15,"N","1",2021,1,0.08359584,40.0538411136,40.1374369536,0.00208273986444723
"2021-07-25","AK.B.3.U.1","AK","B","U",3,1,"Y","0",2021,1,0.6647936704,22.5891060864,23.2538997568,0.0285884809581498
"2021-07-25","AK.B.3.U.2","AK","B","U",3,2,"N","0",2021,0,0,16.9804184832,16.9804184832,0
"2021-07-25","AK.B.3.U.3","AK","B","U",3,3,"Y","0",2021,0,0,9.362913856,9.362913856,0
"2021-07-25","AK.B.3.U.4","AK","B","U",3,4,"N","0",2021,0,0,16.121772352,16.121772352,0
"2021-07-25","AK.B.3.U.5","AK","B","U",3,5,"Y","1",2021,1,0.435777024,26.090621216,26.52639824,0.0164280510326833
"2021-07-25","AK.B.3.U.6","AK","B","U",3,6,"N","0",2021,1,0.55191232,11.2387685504,11.7906808704,0.0468091983886658
"2021-07-25","AK.B.3.U.7","AK","B","U",3,7,"Y","0",2021,1,0.104090304,5.534044608,5.638134912,0.0184618327912761
"2021-07-25","AK.B.3.U.8","AK","B","U",3,8,"Y","0",2021,0,0,5.2521019072,5.2521019072,0
"2021-07-25","AK.B.3.U.9","AK","B","U",3,9,"Y","0",2021,0,0,31.3545703616,31.3545703616,0
"2021-07-25","AK.B.3.U.10","AK","B","U",3,10,"N","0",2021,0,0,12.6094347072,12.6094347072,0
"2021-07-25","AK.B.3.U.11","AK","B","U",3,11,"N","1",2021,1,0.206203072,22.9540333888,23.1602364608,0.00890332326049478
"2021-07-25","AK.B.3.U.12","AK","B","U",3,12,"N","0",2021,1,1.651781888,30.8364019968,32.4881838848,0.0508425430567945
"2021-07-25","AK.B.3.U.13","AK","B","U",3,13,"N","0",2021,0,0,29.7908247808,29.7908247808,0
"2021-07-25","AK.B.3.U.14","AK","B","U",3,14,"Y","0",2021,1,1.2519061312,43.1495838336,44.4014899648,0.0281951378702037
"2021-07-25","AK.B.3.U.15","AK","B","U",3,15,"N","0",2021,0,0,8.3090130112,8.3090130112,0
"2021-07-26","AK.C.4.L.1","AK","C","L",4,1,"N","1",2021,1,0.8859181504,19.1675553216,20.053473472,0.0441777905277596
"2021-07-26","AK.C.4.L.2","AK","C","L",4,2,"Y","1",2021,1,1.1641035328,14.1682724032,15.332375936,0.0759245362662102
"2021-07-26","AK.C.4.L.3","AK","C","L",4,3,"N","1",2021,1,6.6191545664,14.7831962112,21.4023507776,0.30927231476496
"2021-07-26","AK.C.4.L.4","AK","C","L",4,4,"N","1",2021,0,0,22.5351373312,22.5351373312,0
"2021-07-26","AK.C.4.L.5","AK","C","L",4,5,"Y","1",2021,1,3.3071413184,11.0031721024,14.3103134208,0.231101948724133
"2021-07-26","AK.C.4.L.6","AK","C","L",4,6,"Y","1",2021,0,0,12.1490643264,12.1490643264,0
"2021-07-26","AK.C.4.L.7","AK","C","L",4,7,"N","1",2021,1,4.6040274048,24.1372471104,28.7412745152,0.160188700134545
"2021-07-26","AK.C.4.L.8","AK","C","L",4,8,"N","1",2021,0,0,29.203172992,29.203172992,0
"2021-07-26","AK.C.4.L.9","AK","C","L",4,9,"N","1",2021,1,5.8666481856,20.0931500352,25.9597982208,0.225989745209168
"2021-07-26","AK.C.4.L.10","AK","C","L",4,10,"N","1",2021,1,10.2998704128,11.347281344,21.6471517568,0.47580718833204
"2021-07-26","AK.C.4.L.11","AK","C","L",4,11,"N","1",2021,1,0.7471670336,39.1650465472,39.9122135808,0.0187202604557976
"2021-07-26","AK.C.4.L.12","AK","C","L",4,12,"N","1",2021,1,0.4825008064,32.2984123392,32.7809131456,0.0147189556391221
"2021-07-26","AK.C.4.L.13","AK","C","L",4,13,"N","1",2021,1,0.165034368,30.3147819328,30.4798163008,0.00541454601862769
"2021-07-26","AK.C.4.L.14","AK","C","L",4,14,"N","1",2021,1,0.034876544,23.2111849792,23.2460615232,0.00150032055818112
"2021-07-26","AK.C.4.L.15","AK","C","L",4,15,"Y","1",2021,1,0.097438592,15.1034851328,15.2009237248,0.00641004413705668
"2021-07-26","AK.C.5.L.1","AK","C","L",5,1,"N","1",2021,0,0,42.8017352512,42.8017352512,0
"2021-07-26","AK.C.5.L.2","AK","C","L",5,2,"N","1",2021,1,0.86921696,45.5219259072,46.3911428672,0.0187367007208301
"2021-07-26","AK.C.5.L.3","AK","C","L",5,3,"Y","1",2021,0,0,24.7609799424,24.7609799424,0
"2021-07-26","AK.C.5.L.4","AK","C","L",5,4,"Y","1",2021,1,4.2876935552,19.7392969344,24.0269904896,0.17845320898828
"2021-07-26","AK.C.5.L.5","AK","C","L",5,5,"N","1",2021,1,2.0857072192,56.9060972864,58.9918045056,0.0353558809851631
"2021-07-26","AK.C.5.L.6","AK","C","L",5,6,"N","1",2021,1,0.5887664,41.9817229824,42.5704893824,0.0138303883404125
"2021-07-26","AK.C.5.L.7","AK","C","L",5,7,"Y","1",2021,1,0.027505728,38.3431825856,38.3706883136,0.000716842183679331
"2021-07-26","AK.C.5.L.8","AK","C","L",5,8,"N","1",2021,0,0,31.2692306944,31.2828936704,0
"2021-07-26","AK.C.5.L.9","AK","C","L",5,9,"Y","1",2021,1,0.244405472,28.3126885312,28.5570940032,0.00855848539674985
"2021-07-26","AK.C.5.L.11","AK","C","L",5,11,"N","1",2021,1,0.0873351808,32.5269975232,32.614332704,0.0026778159649205
"2021-07-26","AK.C.5.L.12","AK","C","L",5,12,"N","1",2021,1,3.60540768,12.071868512,15.677276192,0.2299766640483
"2021-07-26","AK.C.5.L.13","AK","C","L",5,13,"N","1",2021,1,4.7721359424,7.3477327616,12.119868704,0.393744854746242
"2021-07-26","AK.C.5.L.14","AK","C","L",5,14,"Y","1",2021,0,0,7.9383148992,7.9383148992,0
"2021-07-26","AK.C.5.L.15","AK","C","L",5,15,"N","1",2021,1,0.795868352,37.0120851264,37.8079534784,0.0210502891264582
"2021-07-26","AK.C.6.L.1","AK","C","L",6,1,"N","1",2021,0,0,36.8671497152,36.8671497152,0
"2021-07-26","AK.C.6.L.2","AK","C","L",6,2,"N","0",2021,1,0.03235968,44.4614093056,44.4937689856,0.000727285656795515
"2021-07-26","AK.C.6.L.3","AK","C","L",6,3,"N","1",2021,0,0,14.4757792512,14.4757792512,0
"2021-07-26","AK.C.6.L.4","AK","C","L",6,4,"N","1",2021,0,0,34.8661349696,34.8661349696,0
