"SampleDate","SampleId","Region","SiteCode","TidalHeight","Transect","Blade","BrokenTip","Location","Year","Prevalence","LesionArea","HealthyArea","BladeArea","Severity"
"2019-07-14","AK.A.5.L.3","AK","A","L",5,3,"N","Alaska",2019,1,0.03505632,53.35701343,53.39206975,0.000656582900122541
"2019-07-14","AK.A.5.L.4","AK","A","L",5,4,"Y","Alaska",2019,1,0.028045056,40.63899402,43.68,0.000642057142857143
"2019-07-14","AK.A.5.L.5","AK","A","L",5,5,"N","Alaska",2019,0,0,21.81107151,21.81107151,0
"2019-07-14","AK.A.5.L.6","AK","A","L",5,6,"N","Alaska",2019,0,0,16.39276669,21.04,0
"2019-07-14","AK.A.5.L.7","AK","A","L",5,7,"N","Alaska",2019,1,0.366023936,41.97054092,42.336564856,0.00864557474714736
"2019-07-14","AK.A.5.L.8","AK","A","L",5,8,"N","Alaska",2019,1,1.468805875,54.84879468,64.89,0.0226353193866543
"2019-07-14","AK.A.5.L.9","AK","A","L",5,9,"Y","Alaska",2019,1,0.9518060544,28.96703722,29.9188432744,0.0318129295865663
"2019-07-14","AK.A.5.L.10","AK","A","L",5,10,"N","Alaska",2019,1,1.214566656,33.02810515,34.92,0.0347814048109966
"2019-07-14","AK.A.5.L.11","AK","A","L",5,11,"Y","Alaska",2019,0,0,12.08777869,12.08777869,0
"2019-07-14","AK.A.5.L.12","AK","A","L",5,12,"N","Alaska",2019,1,0.5308605504,16.65994979,17.1908103404,0.0308804843918514
"2019-07-14","AK.A.5.L.13","AK","A","L",5,13,"Y","Alaska",2019,1,0.1556500608,9.427759059,11.62,0.01339501383821
"2019-07-14","AK.A.5.L.14","AK","A","L",5,14,"N","Alaska",2019,1,0.114337536,19.4683745,19.582712036,0.00583869771407591
"2019-07-14","AK.A.5.L.15","AK","A","L",5,15,"N","Alaska",2019,1,0.025348416,8.649706509,8.91,0.00284494006734007
"2019-07-14","AK.A.6.L.1","AK","A","L",6,1,"N","Alaska",2019,1,1.538199411,13.87397909,15.412178501,0.0998041523396706
"2019-07-14","AK.A.6.L.2","AK","A","L",6,2,"N","Alaska",2019,1,0.180854656,11.56667997,11.747534626,0.0153951158058072
"2019-07-14","AK.A.6.L.3","AK","A","L",6,3,"N","Alaska",2019,1,5.169998208,10.28000516,15.450003368,0.334627642781495
"2019-07-14","AK.A.6.L.4","AK","A","L",6,4,"N","Alaska",2019,1,7.232100838,6.714363936,13.946464774,0.518561582106643
"2019-07-14","AK.A.6.L.5","AK","A","L",6,5,"Y","Alaska",2019,1,4.899129709,1.839306234,6.738435943,0.727042558605799
"2019-07-14","AK.A.6.L.6","AK","A","L",6,6,"Y","Alaska",2019,0,0,5.376560832,6.48,0
"2019-07-14","AK.A.6.L.7","AK","A","L",6,7,"Y","Alaska",2019,1,0.2550482112,12.35445841,15.69,0.016255462791587
"2019-07-14","AK.A.6.L.8","AK","A","L",6,8,"Y","Alaska",2019,1,6.307135341,11.46911554,18.75,0.33638055152
"2019-07-14","AK.A.6.L.9","AK","A","L",6,9,"Y","Alaska",2019,0,0,10.56921082,11.4,0
"2019-07-14","AK.A.6.L.10","AK","A","L",6,10,"N","Alaska",2019,1,0.206382848,12.96796198,13.174344828,0.0156655113172205
"2019-07-14","AK.A.6.L.11","AK","A","L",6,11,"N","Alaska",2019,1,4.29305088,11.85836653,16.15141741,0.265800255855068
"2019-07-14","AK.A.6.L.12","AK","A","L",6,12,"N","Alaska",2019,1,1.731602432,12.67170911,16.35,0.105908405626911
"2019-07-14","AK.A.6.L.13","AK","A","L",6,13,"Y","Alaska",2019,1,5.937228243,3.749947584,9.687175827,0.612895682811064
"2019-07-14","AK.A.6.L.14","AK","A","L",6,14,"N","Alaska",2019,0,0,10.79910836,10.79910836,0
"2019-07-14","AK.A.6.L.15","AK","A","L",6,15,"N","Alaska",2019,1,0.428945536,7.812777318,8.241722854,0.0520456151703545
"2019-07-15","AK.B.1.U.1","AK","B","U",1,1,"N","Alaska",2019,0,0,15.89626134,15.89626134,0
"2019-07-15","AK.B.1.U.2","AK","B","U",1,2,"N","Alaska",2019,1,0.945262208,28.14339347,29.088655678,0.0324959055675753
"2019-07-15","AK.B.1.U.3","AK","B","U",1,3,"Y","Alaska",2019,1,0.132315136,46.01564474,48.66,0.00271917665433621
"2019-07-15","AK.B.1.U.4","AK","B","U",1,4,"N","Alaska",2019,0,0,4.12226368,4.12226368,0
"2019-07-15","AK.B.1.U.5","AK","B","U",1,5,"N","Alaska",2019,1,0.648452032,18.26173597,18.910188002,0.0342911467581083
"2019-07-15","AK.B.1.U.6","AK","B","U",1,6,"N","Alaska",2019,0,0,22.11604352,22.32,0
"2019-07-15","AK.B.1.U.7","AK","B","U",1,7,"N","Alaska",2019,0,0,29.80105404,29.80105404,0
"2019-07-15","AK.B.1.U.8","AK","B","U",1,8,"Y","Alaska",2019,1,0.067236224,30.49649951,30.563735734,0.00219986930214177
"2019-07-15","AK.B.1.U.9","AK","B","U",1,9,"N","Alaska",2019,0,0,15.82830601,19.16,0
"2019-07-15","AK.B.1.U.10","AK","B","U",1,10,"N","Alaska",2019,0,0,12.50212641,14.84,0
"2019-07-15","AK.B.1.U.11","AK","B","U",1,11,"N","Alaska",2019,1,0.257798784,9.952075763,10.209874547,0.0252499462959366
"2019-07-15","AK.B.1.U.12","AK","B","U",1,12,"Y","Alaska",2019,1,4.294884595,36.3021497,43.38,0.0990060994698018
"2019-07-15","AK.B.1.U.13","AK","B","U",1,13,"Y","Alaska",2019,1,0.329349632,42.11869432,42.448043952,0.00775888830996374
"2019-07-15","AK.B.1.U.14","AK","B","U",1,14,"N","Alaska",2019,0,0,27.1135107,27.8,0
"2019-07-15","AK.B.1.U.15","AK","B","U",1,15,"N","Alaska",2019,1,0.102112768,44.73767108,45.48,0.00224522357080035
"2019-07-15","AK.B.2.U.1","AK","B","U",2,1,"N","Alaska",2019,0,0,39.54421211,44.46,0
"2019-07-15","AK.B.2.U.2","AK","B","U",2,2,"N","Alaska",2019,1,0.4412062592,31.17527976,36.54,0.0120746102681992
"2019-07-15","AK.B.2.U.3","AK","B","U",2,3,"N","Alaska",2019,1,0.122787008,25.74056139,26.45,0.00464223092627599
"2019-07-15","AK.B.2.U.4","AK","B","U",2,4,"N","Alaska",2019,1,0.220405376,22.54782952,27.9,0.00789983426523298
"2019-07-15","AK.B.2.U.5","AK","B","U",2,5,"N","Alaska",2019,0,0,18.05102052,18.05102052,0
"2019-07-15","AK.B.2.U.6","AK","B","U",2,6,"N","Alaska",2019,0,0,7.840516755,8.22,0
"2019-07-15","AK.B.2.U.7","AK","B","U",2,7,"Y","Alaska",2019,0,0,35.38211007,35.38211007,0
"2019-07-15","AK.B.2.U.8","AK","B","U",2,8,"Y","Alaska",2019,0,0,32.3510148,32.3510148,0
"2019-07-15","AK.B.2.U.9","AK","B","U",2,9,"Y","Alaska",2019,0,0,28.30961436,31.25,0
"2019-07-15","AK.B.2.U.10","AK","B","U",2,10,"N","Alaska",2019,0,0,25.81862013,31.85,0
"2019-07-15","AK.B.2.U.11","AK","B","U",2,11,"N","Alaska",2019,0,0,15.1945237,15.84,0
"2019-07-15","AK.B.2.U.12","AK","B","U",2,12,"Y","Alaska",2019,1,0.7773873792,34.45811536,40.68,0.0191098175811209
"2019-07-15","AK.B.2.U.13","AK","B","U",2,13,"N","Alaska",2019,0,0,31.56318243,37.32,0
"2019-07-15","AK.B.2.U.14","AK","B","U",2,14,"N","Alaska",2019,0,0,14.43836787,14.43836787,0
"2019-07-15","AK.B.2.U.15","AK","B","U",2,15,"N","Alaska",2019,1,0.4695389568,26.16409567,26.85,0.017487484424581
"2019-07-15","AK.B.3.U.1","AK","B","U",3,1,"Y","Alaska",2019,0,0,39.60450898,43.35,0
"2019-07-15","AK.B.3.U.2","AK","B","U",3,2,"N","Alaska",2019,1,1.420589952,19.90125713,21.321847082,0.0666260266541011
"2019-07-15","AK.B.3.U.3","AK","B","U",3,3,"N","Alaska",2019,0,0,37.87182789,43.15,0
"2019-07-15","AK.B.3.U.4","AK","B","U",3,4,"Y","Alaska",2019,1,4.426175008,36.74159416,41.85,0.105762843679809
"2019-07-15","AK.B.3.U.5","AK","B","U",3,5,"N","Alaska",2019,0,0,18.31568675,19.52,0
"2019-07-15","AK.B.3.U.6","AK","B","U",3,6,"Y","Alaska",2019,0,0,25.16574561,27.24,0
"2019-07-15","AK.B.3.U.7","AK","B","U",3,7,"N","Alaska",2019,0,0,12.82753895,12.99,0
"2019-07-15","AK.B.3.U.8","AK","B","U",3,8,"N","Alaska",2019,1,1.554882624,39.90263152,52.38,0.0296846625429553
"2019-07-15","AK.B.3.U.9","AK","B","U",3,9,"Y","Alaska",2019,0,0,26.39145837,27.8,0
"2019-07-15","AK.B.3.U.10","AK","B","U",3,10,"N","Alaska",2019,1,1.417713536,45.92766236,50.16,0.0282638264752791
"2019-07-15","AK.B.3.U.11","AK","B","U",3,11,"N","Alaska",2019,0,0,12.33283135,15.88,0
"2019-07-15","AK.B.3.U.12","AK","B","U",3,12,"N","Alaska",2019,0,0,39.32143369,46.62,0
"2019-07-15","AK.B.3.U.13","AK","B","U",3,13,"Y","Alaska",2019,1,0.141483712,19.10461574,19.6,0.00721855673469388
"2019-07-15","AK.B.3.U.14","AK","B","U",3,14,"N","Alaska",2019,0,0,26.22128241,30.3,0
"2019-07-15","AK.B.3.U.15","AK","B","U",3,15,"Y","Alaska",2019,0,0,18.4742312,22.5,0
"2019-07-15","AK.B.4.L.1","AK","B","L",4,1,"N","Alaska",2019,0,0,20.97151759,22.9,0
"2019-07-15","AK.B.4.L.2","AK","B","L",4,2,"Y","Alaska",2019,0,0,47.80633954,49.98,0
"2019-07-15","AK.B.4.L.3","AK","B","L",4,3,"N","Alaska",2019,0,0,15.31838936,15.4,0
"2019-07-15","AK.B.4.L.4","AK","B","L",4,4,"N","Alaska",2019,0,0,11.70426255,13.08,0
"2019-07-15","AK.B.4.L.5","AK","B","L",4,5,"N","Alaska",2019,0,0,25.07461715,27,0
"2019-07-15","AK.B.4.L.6","AK","B","L",4,6,"N","Alaska",2019,0,0,8.606596224,8.606596224,0
"2019-07-15","AK.B.4.L.7","AK","B","L",4,7,"N","Alaska",2019,1,0.4069948864,19.39090902,22.1,0.0184160582081448
"2019-07-15","AK.B.4.L.8","AK","B","L",4,8,"N","Alaska",2019,0,0,8.954067277,9.3,0
"2019-07-15","AK.B.4.L.9","AK","B","L",4,9,"N","Alaska",2019,1,1.029037824,16.37543629,19.76,0.0520768129554656
"2019-07-15","AK.B.4.L.10","AK","B","L",4,10,"N","Alaska",2019,0,0,11.31008569,11.31008569,0
"2019-07-15","AK.B.4.L.11","AK","B","L",4,11,"N","Alaska",2019,0,0,29.49347528,32.25,0
"2019-07-15","AK.B.4.L.12","AK","B","L",4,12,"Y","Alaska",2019,1,0.030202368,9.699112954,9.84,0.00306934634146341
"2019-07-15","AK.B.4.L.13","AK","B","L",4,13,"N","Alaska",2019,0,0,20.52750683,22.15,0
"2019-07-15","AK.B.4.L.14","AK","B","L",4,14,"N","Alaska",2019,0,0,11.52144833,11.52144833,0
"2019-07-15","AK.B.4.L.15","AK","B","L",4,15,"N","Alaska",2019,0,0,5.006581824,5.006581824,0
"2019-07-15","AK.B.5.L.1","AK","B","L",5,1,"N","Alaska",2019,0,0,42.45043497,52.29,0
"2019-07-15","AK.B.5.L.2","AK","B","L",5,2,"N","Alaska",2019,0,0,24.75116417,24.75116417,0
"2019-07-15","AK.B.5.L.3","AK","B","L",5,3,"Y","Alaska",2019,0,0,25.0472912,25.0472912,0
"2019-07-15","AK.B.5.L.4","AK","B","L",5,4,"N","Alaska",2019,0,0,31.02164319,35.7,0
"2019-07-15","AK.B.5.L.5","AK","B","L",5,5,"N","Alaska",2019,1,0.243416704,11.65072525,13.83,0.0176006293564714
"2019-07-15","AK.B.5.L.6","AK","B","L",5,6,"Y","Alaska",2019,0,0,4.864576762,5.19,0
"2019-07-15","AK.B.5.L.7","AK","B","L",5,7,"N","Alaska",2019,0,0,25.5401471,33.65,0
"2019-07-15","AK.B.5.L.8","AK","B","L",5,8,"N","Alaska",2019,0,0,28.79608822,34.6,0
"2019-07-15","AK.B.5.L.9","AK","B","L",5,9,"N","Alaska",2019,0,0,27.31514746,32.95,0
"2019-07-15","AK.B.5.L.10","AK","B","L",5,10,"N","Alaska",2019,0,0,38.357295,42.06,0
"2019-07-15","AK.B.5.L.11","AK","B","L",5,11,"N","Alaska",2019,0,0,54.35649608,61.56,0
"2019-07-15","AK.B.5.L.12","AK","B","L",5,12,"N","Alaska",2019,0,0,25.75485358,25.75485358,0
"2019-07-15","AK.B.5.L.13","AK","B","L",5,13,"N","Alaska",2019,0,0,7.061241728,8.04,0
"2019-07-15","AK.B.5.L.14","AK","B","L",5,14,"N","Alaska",2019,0,0,7.782179443,7.782179443,0
"2019-07-15","AK.B.5.L.15","AK","B","L",5,15,"N","Alaska",2019,0,0,28.3611921,31.5,0
"2019-07-15","AK.B.6.L.1","AK","B","L",6,1,"N","Alaska",2019,0,0,45.92298819,53.88,0
"2019-07-15","AK.B.6.L.2","AK","B","L",6,2,"N","Alaska",2019,0,0,43.59828675,43.59828675,0
"2019-07-15","AK.B.6.L.3","AK","B","L",6,3,"N","Alaska",2019,0,0,37.9223809,37.9223809,0
"2019-07-15","AK.B.6.L.4","AK","B","L",6,4,"N","Alaska",2019,0,0,6.662768224,6.662768224,0
"2019-07-15","AK.B.6.L.5","AK","B","L",6,5,"N","Alaska",2019,0,0,49.36586038,49.36586038,0
"2019-07-15","AK.B.6.L.6","AK","B","L",6,6,"N","Alaska",2019,0,0,59.36989141,60.54,0
"2019-07-15","AK.B.6.L.7","AK","B","L",6,7,"N","Alaska",2019,0,0,22.8934309,23.92,0
"2019-07-15","AK.B.6.L.8","AK","B","L",6,8,"N","Alaska",2019,0,0,30.96210138,33.85,0
"2019-07-15","AK.B.6.L.9","AK","B","L",6,9,"N","Alaska",2019,0,0,41.50215252,42.65,0
"2019-07-15","AK.B.6.L.10","AK","B","L",6,10,"Y","Alaska",2019,1,0.243776256,47.81942723,55.44,0.00439711861471861
"2019-07-15","AK.B.6.L.11","AK","B","L",6,11,"N","Alaska",2019,0,0,7.795033427,7.795033427,0
"2019-07-15","AK.B.6.L.12","AK","B","L",6,12,"N","Alaska",2019,0,0,38.58620378,40.2,0
"2019-07-15","AK.B.6.L.13","AK","B","L",6,13,"Y","Alaska",2019,0,0,17.5464612,17.5464612,0
"2019-07-15","AK.B.6.L.14","AK","B","L",6,14,"N","Alaska",2019,1,0.0623283392,13.0389735,13.1013018392,0.00475741571066696
"2019-07-15","AK.B.6.L.15","AK","B","L",6,15,"N","Alaska",2019,0,0,11.09847136,11.09847136,0
"2019-07-16","AK.C.1.U.1","AK","C","U",1,1,"N","Alaska",2019,0,0,27.92203528,37.17,0
"2019-07-16","AK.C.1.U.2","AK","C","U",1,2,"N","Alaska",2019,0,0,29.13011203,35.52,0
"2019-07-16","AK.C.1.U.3","AK","C","U",1,3,"N","Alaska",2019,1,3.509083699,22.39185586,32.1,0.109317249190031
"2019-07-16","AK.C.1.U.4","AK","C","U",1,4,"N","Alaska",2019,0,0,9.598600192,12.9,0
"2019-07-16","AK.C.1.U.5","AK","C","U",1,5,"N","Alaska",2019,1,0.108944256,20.52024388,24.85,0.00438407468812877
"2019-07-16","AK.C.1.U.6","AK","C","U",1,6,"N","Alaska",2019,1,13.37745576,10.38900335,23.76645911,0.562871216872659
"2019-07-16","AK.C.1.U.7","AK","C","U",1,7,"N","Alaska",2019,1,0.220405376,17.2755927,22.7,0.00970948792951542
"2019-07-16","AK.C.1.U.8","AK","C","U",1,8,"N","Alaska",2019,1,0.08359584,28.47587121,38.57,0.00216737982888255
"2019-07-16","AK.C.1.U.9","AK","C","U",1,9,"Y","Alaska",2019,1,1.21528576,25.90232383,32.28,0.0376482577447336
"2019-07-16","AK.C.1.U.10","AK","C","U",1,10,"Y","Alaska",2019,0,0,32.94745763,42.24,0
"2019-07-16","AK.C.1.U.11","AK","C","U",1,11,"Y","Alaska",2019,1,0.044404672,40.91681985,46.48,0.00095535008605852
"2019-07-16","AK.C.1.U.12","AK","C","U",1,12,"N","Alaska",2019,0,0,11.32101607,16.1,0
"2019-07-16","AK.C.1.U.13","AK","C","U",1,13,"N","Alaska",2019,0,0,17.89698844,22.62,0
"2019-07-16","AK.C.1.U.14","AK","C","U",1,14,"N","Alaska",2019,0,0,19.92507745,26.16,0
"2019-07-16","AK.C.1.U.15","AK","C","U",1,15,"Y","Alaska",2019,1,2.539156224,7.199147898,13.9,0.182673109640288
"2019-07-16","AK.C.2.U.1","AK","C","U",2,1,"N","Alaska",2019,0,0,17.76064632,20.22,0
"2019-07-16","AK.C.2.U.2","AK","C","U",2,2,"N","Alaska",2019,1,0.102292544,8.942903187,9.045195731,0.0113090470391281
"2019-07-16","AK.C.2.U.3","AK","C","U",2,3,"N","Alaska",2019,1,0.08809024,19.87572894,19.96381918,0.00441249438325157
"2019-07-16","AK.C.2.U.4","AK","C","U",2,4,"N","Alaska",2019,1,0.025707968,17.59232205,17.91,0.00143539743160246
"2019-07-16","AK.C.2.U.5","AK","C","U",2,5,"N","Alaska",2019,1,1.258270202,21.36673715,22.625007352,0.0556141345027573
"2019-07-16","AK.C.2.U.6","AK","C","U",2,6,"N","Alaska",2019,0,0,21.16700602,21.16700602,0
"2019-07-16","AK.C.2.U.7","AK","C","U",2,7,"N","Alaska",2019,0,0,10.49949368,10.49949368,0
"2019-07-16","AK.C.2.U.8","AK","C","U",2,8,"N","Alaska",2019,1,0.060045184,12.61121449,12.671259674,0.00473869098612239
"2019-07-16","AK.C.2.U.9","AK","C","U",2,9,"N","Alaska",2019,1,1.579619802,16.37994867,17.959568472,0.0879542180795
"2019-07-16","AK.C.2.U.10","AK","C","U",2,10,"N","Alaska",2019,0,0,18.31327775,20.2,0
"2019-07-16","AK.C.2.U.11","AK","C","U",2,11,"Y","Alaska",2019,1,0.827329152,15.64072773,16.468056882,0.0502384196221894
"2019-07-16","AK.C.2.U.12","AK","C","U",2,12,"N","Alaska",2019,1,0.811329088,17.68767524,18.499004328,0.0438579868199704
"2019-07-16","AK.C.2.U.13","AK","C","U",2,13,"N","Alaska",2019,1,0.880542848,14.44805779,15.575,0.0565356563723917
"2019-07-16","AK.C.2.U.14","AK","C","U",2,14,"N","Alaska",2019,0,0,14.09497773,14.16,0
"2019-07-16","AK.C.2.U.15","AK","C","U",2,15,"Y","Alaska",2019,1,0.233888576,8.846021901,9.48,0.0246717907172996
"2019-07-16","AK.C.3.U.1","AK","C","U",3,1,"N","Alaska",2019,1,0.138157856,42.53365328,42.671811136,0.00323768437106349
"2019-07-16","AK.C.3.U.2","AK","C","U",3,2,"N","Alaska",2019,0,0,22.2263361,22.2263361,0
"2019-07-16","AK.C.3.U.3","AK","C","U",3,3,"Y","Alaska",2019,1,0.9707724224,28.63851455,31.5,0.0308181721396825
"2019-07-16","AK.C.3.U.4","AK","C","U",3,4,"Y","Alaska",2019,1,0.553350528,35.64835832,36.201708848,0.0152852046383598
"2019-07-16","AK.C.3.U.5","AK","C","U",3,5,"N","Alaska",2019,1,0.2747336832,41.32744621,41.6021798932,0.00660382902783674
"2019-07-16","AK.C.3.U.6","AK","C","U",3,6,"N","Alaska",2019,0,0,10.56777261,10.56777261,0
"2019-07-16","AK.C.3.U.7","AK","C","U",3,7,"N","Alaska",2019,1,0.247911104,23.52967614,25.45,0.00974110428290766
"2019-07-16","AK.C.3.U.8","AK","C","U",3,8,"N","Alaska",2019,0,0,46.56209187,46.8,0
"2019-07-16","AK.C.3.U.9","AK","C","U",3,9,"N","Alaska",2019,1,0.5213504,29.81574173,30.33709213,0.0171852462907756
