"SampleDate","SampleId","Region","SiteCode","TidalHeight","Transect","Blade","BrokenTip","PrevalenceHand","Prevalence","LesionArea","HealthyArea","BladeArea","Severity","Year"
"2020-08-01","AK.A.3.U.1","AK","A","U",3,1,"N","0",1,0.04584288,5.02428976,5.07013264,0.00904175161776438,2020
"2020-08-01","AK.A.3.U.2","AK","A","U",3,2,"N","0",0,0,3.181675648,3.195698176,0,2020
"2020-08-01","AK.A.3.U.3","AK","A","U",3,3,"N","0",0,0,2.551560768,2.551560768,0,2020
"2020-08-01","AK.A.3.U.4","AK","A","U",3,4,"N","1",1,1.086530189,3.118987757,4.205517946,0.258358233861166,2020
"2020-08-01","AK.A.3.U.5","AK","A","U",3,5,"N","0",0,0,2.335452038,2.335452038,0,2020
"2020-08-01","AK.A.3.U.6","AK","A","U",3,6,"N","1",1,0.06022496,5.195993818,5.256218778,0.011457848796567,2020
"2020-08-01","AK.A.3.U.7","AK","A","U",3,7,"N","1",1,0.46831648,2.815903398,3.284219878,0.142595958065144,2020
"2020-08-01","AK.A.3.U.8","AK","A","U",3,8,"N","1",1,2.546329286,4.881116154,7.42744544,0.342827060335835,2020
"2020-08-01","AK.A.3.U.9","AK","A","U",3,9,"N","0",1,0.110921792,2.532324736,2.643246528,0.0419642249880977,2020
"2020-08-01","AK.A.3.U.10","AK","A","U",3,10,"N","0",0,0,1.969464058,1.9874596356,0,2020
"2020-08-01","AK.A.3.U.11","AK","A","U",3,11,"N","0",0,0,1.27056688,1.27056688,0,2020
"2020-08-01","AK.A.3.U.12","AK","A","U",3,12,"N","1",1,0.319641728,3.787089306,4.106731034,0.0778336164101464,2020
"2020-08-01","AK.A.3.U.13","AK","A","U",3,13,"N","0",0,0,5.175840928,5.175840928,0,2020
"2020-08-01","AK.A.3.U.14","AK","A","U",3,14,"N","1",0,0,2.65117465,2.65117465,0,2020
"2020-08-01","AK.A.3.U.15","AK","A","U",3,15,"N","1",1,0.2115783744,0.550564,0.7621423744,0.277610039156484,2020
"2020-08-01","AK.A.4.L.1","AK","A","L",4,1,"N","0",0,0,9.727122054,9.733773766,0,2020
"2020-08-01","AK.A.4.L.2","AK","A","L",4,2,"N","0",0,0,3.904177414,3.904177414,0,2020
"2020-08-01","AK.A.4.L.3","AK","A","L",4,3,"N","0",1,0.060404736,9.977837664,10.0382424,0.00601746138347885,2020
"2020-08-01","AK.A.4.L.4","AK","A","L",4,4,"N","0",0,0,10.31477384,10.31477384,0,2020
"2020-08-01","AK.A.4.L.5","AK","A","L",4,5,"N","0",1,2.649179136,12.25772094,14.906900076,0.177714959011844,2020
"2020-08-01","AK.A.4.L.6","AK","A","L",4,6,"N","0",0,0,6.204770886,6.204770886,0,2020
"2020-08-01","AK.A.4.L.7","AK","A","L",4,7,"N","0",0,0,12.26559513,12.267932218,0,2020
"2020-08-01","AK.A.4.L.8","AK","A","L",4,8,"N","0",0,0,11.23894833,11.23894833,0,2020
"2020-08-01","AK.A.4.L.9","AK","A","L",4,9,"N","0",0,0,9.214994163,9.214994163,0,2020
"2020-08-01","AK.A.4.L.10","AK","A","L",4,10,"N","0",0,0,13.64231974,13.64231974,0,2020
"2020-08-01","AK.A.4.L.11","AK","A","L",4,11,"N","0",0,0,6.2449688,6.2449688,0,2020
"2020-08-01","AK.A.4.L.12","AK","A","L",4,12,"N","0",0,0,5.671950778,5.671950778,0,2020
"2020-08-01","AK.A.4.L.13","AK","A","L",4,13,"N","0",0,0,7.687832998,7.687832998,0,2020
"2020-08-01","AK.A.4.L.14","AK","A","L",4,14,"N","0",0,0,8.338694029,8.338694029,0,2020
"2020-08-01","AK.A.4.L.15","AK","A","L",4,15,"N","0",0,0,10.67103594,10.67103594,0,2020
"2020-08-01","AK.A.5.L.1","AK","A","L",5,1,"Y","1",1,2.625053197,16.88211697,19.507170167,0.134568631663488,2020
"2020-08-01","AK.A.5.L.2","AK","A","L",5,2,"N","1",1,3.21034992,16.72274554,19.93309546,0.161056265768769,2020
"2020-08-01","AK.A.5.L.3","AK","A","L",5,3,"N","0",1,0.024359648,25.77234579,25.796705438,0.000944292985728203,2020
"2020-08-01","AK.A.5.L.4","AK","A","L",5,4,"N","1",1,0.229573952,15.90316474,16.132738692,0.0142303149132294,2020
"2020-08-01","AK.A.5.L.5","AK","A","L",5,5,"N","1",1,0.502833472,2.681610726,3.184444198,0.157903056462979,2020
"2020-08-01","AK.A.5.L.6","AK","A","L",5,6,"N","1",1,0.344990144,11.67530063,12.020290774,0.0287006488017925,2020
"2020-08-01","AK.A.5.L.7","AK","A","L",5,7,"N","1",1,2.011154112,10.39358764,12.404741752,0.162127850156634,2020
"2020-08-01","AK.A.5.L.8","AK","A","L",5,8,"N","0",1,0.055191232,14.08250127,14.137692502,0.00390383593306986,2020
"2020-08-01","AK.A.5.L.9","AK","A","L",5,9,"Y","1",1,0.372675648,16.51332448,16.886000128,0.0220700962439315,2020
"2020-08-01","AK.A.5.L.10","AK","A","L",5,10,"N","0",0,0,15.797816,15.797816,0,2020
"2020-08-01","AK.A.5.L.11","AK","A","L",5,11,"N","1",1,0.134472448,20.06298362,20.197456068,0.00665789035744222,2020
"2020-08-01","AK.A.5.L.12","AK","A","L",5,12,"N","1",1,2.44412663,5.174240922,7.618367552,0.320820256218586,2020
"2020-08-01","AK.A.5.L.13","AK","A","L",5,13,"N","1",1,0.4179432448,6.861618458,7.2795617028,0.0574132429757746,2020
"2020-08-01","AK.A.5.L.14","AK","A","L",5,14,"N","1",1,0.2109311808,29.06790953,29.2788407108,0.00720421900865065,2020
"2020-08-01","AK.A.5.L.15","AK","A","L",5,15,"N","1",1,0.2126030976,12.92880677,13.1414098676,0.0161781041564019,2020
"2020-08-01","AK.A.6.L.1","AK","A","L",6,1,"N","0",0,0,8.774165434,8.774165434,0,2020
"2020-08-01","AK.A.6.L.2","AK","A","L",6,2,"N","0",1,0.3354260608,5.740013971,6.0754400318,0.0552101673367388,2020
"2020-08-01","AK.A.6.L.3","AK","A","L",6,3,"N","0",1,0.2431110848,12.70076092,12.9438720048,0.0187819444374795,2020
"2020-08-01","AK.A.6.L.4","AK","A","L",6,4,"N","0",0,0,6.999183053,6.999183053,0,2020
"2020-08-01","AK.A.6.L.5","AK","A","L",6,5,"N","0",0,0,12.73819028,12.73819028,0,2020
"2020-08-01","AK.A.6.L.6","AK","A","L",6,6,"N","0",1,0.178158016,7.635446272,7.813604288,0.0228010031521064,2020
"2020-08-01","AK.A.6.L.7","AK","A","L",6,7,"N","0",0,0,7.825451526,7.825451526,0,2020
"2020-08-01","AK.A.6.L.8","AK","A","L",6,8,"N","0",0,0,3.768015072,3.768015072,0,2020
"2020-08-01","AK.A.6.L.9","AK","A","L",6,9,"N","0",0,0,5.432471168,5.437145344,0,2020
"2020-08-01","AK.A.6.L.10","AK","A","L",6,10,"N","0",0,0,9.705117472,9.723814176,0,2020
"2020-08-01","AK.A.6.L.11","AK","A","L",6,11,"N","0",0,0,2.980901811,2.980901811,0,2020
"2020-08-01","AK.A.6.L.12","AK","A","L",6,12,"N","1",1,0.299147264,7.950953152,8.250100416,0.0362598330827395,2020
"2020-08-01","AK.A.6.L.13","AK","A","L",6,13,"N","1",1,0.3072192064,10.20225204,10.5094712464,0.0292326035437071,2020
"2020-08-01","AK.A.6.L.14","AK","A","L",6,14,"N","0",1,0.03235968,2.986870374,3.019230054,0.0107178583351502,2020
"2020-08-01","AK.A.6.L.15","AK","A","L",6,15,"N","0",1,0.285124736,3.872554816,4.157679552,0.0685778527262507,2020
"2020-07-24","AK.B.1.U.1","AK","B","U",1,1,"N","0",0,0,30.85935939,30.85935939,0,2020
"2020-07-24","AK.B.1.U.2","AK","B","U",1,2,"Y","0",0,0,6.592206144,6.592206144,0,2020
"2020-07-24","AK.B.1.U.3","AK","B","U",1,3,"Y","0",0,0,19.67267195,19.679503438,0,2020
"2020-07-24","AK.B.1.U.4","AK","B","U",1,4,"N","0",1,0.067775552,26.63577396,26.703549512,0.00253807277454045,2020
"2020-07-24","AK.B.1.U.5","AK","B","U",1,5,"N","0",1,0.577260736,40.08404348,40.661304216,0.0141968081725438,2020
"2020-07-24","AK.B.1.U.6","AK","B","U",1,6,"N","0",0,0,27.17217161,27.17217161,0,2020
"2020-07-24","AK.B.1.U.7","AK","B","U",1,7,"N","0",1,0.141483712,32.04505402,32.186537732,0.00439574188370488,2020
"2020-07-24","AK.B.1.U.8","AK","B","U",1,8,"N","0",0,0,18.34259921,18.356621738,0,2020
"2020-07-24","AK.B.1.U.9","AK","B","U",1,9,"N","0",0,0,26.2372645,26.2372645,0,2020
"2020-07-24","AK.B.1.U.10","AK","B","U",1,10,"Y","0",0,0,12.79647366,12.79647366,0,2020
"2020-07-24","AK.B.1.U.11","AK","B","U",1,11,"N","0",1,0.4813322624,26.55503656,27.0363688224,0.0178031401169971,2020
"2020-07-24","AK.B.1.U.12","AK","B","U",1,12,"N","0",0,0,22.47884947,22.47884947,0,2020
"2020-07-24","AK.B.1.U.13","AK","B","U",1,13,"N","0",0,0,19.67101801,19.675692186,0,2020
"2020-07-24","AK.B.1.U.14","AK","B","U",1,14,"N","0",1,0.03955072,54.73163466,54.77118538,0.000722108161902995,2020
"2020-07-24","AK.B.1.U.15","AK","B","U",1,15,"N","0",0,0,48.13601277,48.13601277,0,2020
"2020-07-24","AK.B.2.U.1","AK","B","U",2,1,"N","0",0,0,36.74258292,36.74258292,0,2020
"2020-07-24","AK.B.2.U.2","AK","B","U",2,2,"N","0",0,0,28.05817965,28.05817965,0,2020
"2020-07-24","AK.B.2.U.3","AK","B","U",2,3,"N","0",0,0,51.694427,51.694427,0,2020
"2020-07-24","AK.B.2.U.4","AK","B","U",2,4,"N","0",0,0,55.61686966,55.630892188,0,2020
"2020-07-24","AK.B.2.U.5","AK","B","U",2,5,"N","0",1,0.060045184,44.16359238,44.223637564,0.0013577622128687,2020
"2020-07-24","AK.B.2.U.6","AK","B","U",2,6,"N","0",0,0,27.82765288,27.82765288,0,2020
"2020-07-24","AK.B.2.U.7","AK","B","U",2,7,"N","0",0,0,15.07808278,15.07808278,0,2020
"2020-07-24","AK.B.2.U.8","AK","B","U",2,8,"N","0",0,0,24.60592314,24.60592314,0,2020
"2020-07-24","AK.B.2.U.9","AK","B","U",2,9,"Y","0",1,0.9210104256,20.77513029,21.6961407156,0.0424504264455555,2020
"2020-07-24","AK.B.2.U.10","AK","B","U",2,10,"N","0",1,0.0719104,39.7662894,39.8381998,0.00180506148272292,2020
"2020-07-24","AK.B.2.U.11","AK","B","U",2,11,"Y","0",0,0,11.10562644,11.10562644,0,2020
"2020-07-24","AK.B.2.U.12","AK","B","U",2,12,"Y","0",0,0,30.52402322,30.535528884,0,2020
"2020-07-24","AK.B.2.U.13","AK","B","U",2,13,"N","0",0,0,48.18095677,48.18095677,0,2020
"2020-07-24","AK.B.2.U.14","AK","B","U",2,14,"Y","0",0,0,49.69794261,49.70243701,0,2020
"2020-07-24","AK.B.2.U.15","AK","B","U",2,15,"N","0",0,0,59.90542614,59.90542614,0,2020
"2020-07-24","AK.B.3.U.1","AK","B","U",3,1,"N","0",0,0,41.33206645,41.33206645,0,2020
"2020-07-24","AK.B.3.U.2","AK","B","U",3,2,"N","0",0,0,35.43471252,35.43471252,0,2020
"2020-07-24","AK.B.3.U.3","AK","B","U",3,3,"N","1",0,0,32.66553291,32.672544174,0,2020
"2020-07-24","AK.B.3.U.4","AK","B","U",3,4,"N","0",0,0,24.15971911,24.15971911,0,2020
"2020-07-24","AK.B.3.U.5","AK","B","U",3,5,"N","0",0,0,28.70224515,28.70224515,0,2020
"2020-07-24","AK.B.3.U.6","AK","B","U",3,6,"Y","0",0,0,15.77128106,15.77128106,0,2020
"2020-07-24","AK.B.3.U.7","AK","B","U",3,7,"Y","0",1,1.694550598,44.80771181,46.502262408,0.0364401753861438,2020
"2020-07-24","AK.B.3.U.8","AK","B","U",3,8,"Y","0",0,0,22.19886632,22.19886632,0,2020
"2020-07-24","AK.B.3.U.9","AK","B","U",3,9,"Y","0",1,0.02337088,20.74027172,20.7636426,0.0011255674377674,2020
"2020-07-24","AK.B.3.U.10","AK","B","U",3,10,"N","0",0,0,34.18677944,34.1998671328,0,2020
"2020-07-24","AK.B.3.U.11","AK","B","U",3,11,"Y","0",1,0.18337152,46.21983432,46.40320584,0.00395169938543194,2020
"2020-07-24","AK.B.3.U.12","AK","B","U",3,12,"Y","0",1,0.0844228096,16.65403516,16.7384579696,0.00504364319301854,2020
"2020-07-24","AK.B.3.U.13","AK","B","U",3,13,"N","0",1,0.023011328,65.10557278,65.128584108,0.000353321484186441,2020
"2020-07-24","AK.B.3.U.14","AK","B","U",3,14,"Y","0",1,0.4190039232,42.69545168,43.1144556032,0.00971840922813139,2020
"2020-07-24","AK.B.3.U.15","AK","B","U",3,15,"Y","1",1,0.0265349376,21.17025996,21.1967948976,0.00125183725785847,2020
"2020-07-24","AK.B.4.L.1","AK","B","L",4,1,"N","0",0,0,52.66717696,52.674188224,0,2020
"2020-07-24","AK.B.4.L.2","AK","B","L",4,2,"Y","0",1,1.733579968,62.70085305,64.434433018,0.0269045584294304,2020
"2020-07-24","AK.B.4.L.3","AK","B","L",4,3,"Y","1",1,0.546878592,47.78120685,48.328085442,0.0113159581431448,2020
"2020-07-24","AK.B.4.L.4","AK","B","L",4,4,"Y","0",0,0,16.26045156,16.26045156,0,2020
"2020-07-24","AK.B.4.L.5","AK","B","L",4,5,"N","0",0,0,17.06719636,17.06719636,0,2020
"2020-07-24","AK.B.4.L.6","AK","B","L",4,6,"Y","0",0,0,30.68021261,30.684886786,0,2020
"2020-07-24","AK.B.4.L.7","AK","B","L",4,7,"Y","0",0,0,32.33321697,32.344722634,0,2020
"2020-07-24","AK.B.4.L.8","AK","B","L",4,8,"Y","0",0,0,35.78497011,35.78497011,0,2020
"2020-07-24","AK.B.4.L.9","AK","B","L",4,9,"N","0",0,0,26.50202061,26.50202061,0,2020
"2020-07-24","AK.B.4.L.10","AK","B","L",4,10,"N","0",0,0,18.94231397,18.944651058,0,2020
"2020-07-24","AK.B.4.L.11","AK","B","L",4,11,"Y","0",0,0,7.823959386,7.823959386,0,2020
"2020-07-24","AK.B.4.L.12","AK","B","L",4,12,"N","0",1,0.0449799552,41.86423937,41.9092193252,0.00107327113041577,2020
"2020-07-24","AK.B.4.L.13","AK","B","L",4,13,"N","0",0,0,15.85886793,15.85886793,0,2020
"2020-07-24","AK.B.4.L.14","AK","B","L",4,14,"N","1",1,0.0421934272,25.56200787,25.6042012972,0.00164791030621268,2020
"2020-07-24","AK.B.4.L.15","AK","B","L",4,15,"Y","0",0,0,44.47789476,44.47789476,0,2020
"2020-07-24","AK.B.5.L.1","AK","B","L",5,1,"N","0",0,0,57.52118289,57.52118289,0,2020
"2020-07-24","AK.B.5.L.2","AK","B","L",5,2,"N","0",0,0,55.78179616,55.78179616,0,2020
"2020-07-24","AK.B.5.L.3","AK","B","L",5,3,"Y","0",0,0,72.04591515,72.04591515,0,2020
"2020-07-24","AK.B.5.L.4","AK","B","L",5,4,"Y","0",1,0.748946816,58.35901096,59.107957776,0.0126708288389571,2020
"2020-07-24","AK.B.5.L.5","AK","B","L",5,5,"N","0",1,1.141595578,62.84803566,63.989631238,0.0178403212507039,2020
"2020-07-24","AK.B.5.L.6","AK","B","L",5,6,"N","0",0,0,47.51289117,47.51289117,0,2020
"2020-07-24","AK.B.5.L.7","AK","B","L",5,7,"N","0",1,0.032719232,67.54558254,67.578301772,0.000484167715702449,2020
"2020-07-24","AK.B.5.L.8","AK","B","L",5,8,"N","0",1,0.460046784,58.25403976,58.714086544,0.00783537326524264,2020
"2020-07-24","AK.B.5.L.9","AK","B","L",5,9,"Y","0",0,0,68.79952014,68.79952014,0,2020
"2020-07-24","AK.B.5.L.10","AK","B","L",5,10,"N","0",1,0.0719104,69.40229109,69.47420149,0.00103506623261227,2020
"2020-07-24","AK.B.5.L.11","AK","B","L",5,11,"Y","0",0,0,55.7383443,55.7383443,0,2020
"2020-07-24","AK.B.5.L.12","AK","B","L",5,12,"N","0",0,0,94.02281204,94.02281204,0,2020
"2020-07-24","AK.B.5.L.13","AK","B","L",5,13,"Y","0",0,0,40.25330259,40.25330259,0,2020
"2020-07-24","AK.B.5.L.14","AK","B","L",5,14,"N","0",0,0,13.09946813,13.09946813,0,2020
"2020-07-24","AK.B.5.L.15","AK","B","L",5,15,"Y","0",0,0,37.55310302,37.55310302,0,2020
"2020-07-24","AK.B.6.L.1","AK","B","L",6,1,"N","0",1,0.078741888,71.42825875,71.507000638,0.00110117732945654,2020
"2020-07-24","AK.B.6.L.2","AK","B","L",6,2,"N","0",0,0,37.0053615,37.0053615,0,2020
"2020-07-24","AK.B.6.L.3","AK","B","L",6,3,"N","0",0,0,9.653629626,9.653629626,0,2020
"2020-07-24","AK.B.6.L.4","AK","B","L",6,4,"N","0",0,0,52.52245728,52.52245728,0,2020
"2020-07-24","AK.B.6.L.5","AK","B","L",6,5,"Y","0",1,0.02786528,18.9308982,18.95876348,0.00146978361903168,2020
"2020-07-24","AK.B.6.L.6","AK","B","L",6,6,"N","0",0,0,71.51960293,71.531108594,0,2020
"2020-07-24","AK.B.6.L.7","AK","B","L",6,7,"N","0",0,0,27.62128801,27.62128801,0,2020
"2020-07-24","AK.B.6.L.8","AK","B","L",6,8,"Y","0",0,0,28.51856801,28.51856801,0,2020
"2020-07-24","AK.B.6.L.9","AK","B","L",6,9,"Y","0",1,0.04674176,15.27639369,15.32313545,0.00305040441315162,2020
"2020-07-24","AK.B.6.L.10","AK","B","L",6,10,"N","0",1,0.048359744,62.78067359,62.829033334,0.000769703772822971,2020
"2020-07-24","AK.B.6.L.11","AK","B","L",6,11,"N","0",1,0.3113540544,42.7797846,43.0911386544,0.00722547753720608,2020
"2020-07-24","AK.B.6.L.12","AK","B","L",6,12,"Y","0",1,0.04404512,20.14278619,20.18683131,0.00218187388221654,2020
"2020-07-24","AK.B.6.L.13","AK","B","L",6,13,"N","0",1,0.0953531904,58.21039014,58.3057433304,0.00163539961851895,2020
"2020-07-24","AK.B.6.L.14","AK","B","L",6,14,"N","0",1,4.662077075,54.82432716,59.486404235,0.0783721446094228,2020
"2020-07-24","AK.B.6.L.15","AK","B","L",6,15,"N","0",0,0,57.57065725,57.57065725,0,2020
"2020-08-02","AK.C.1.U.1","AK","C","U",1,1,"N","0",1,0.112180224,36.2177988,36.329979024,0.00308781416928131,2020
"2020-08-02","AK.C.1.U.2","AK","C","U",1,2,"N","0",1,0.06022496,19.17929469,19.23951965,0.00313027357728237,2020
"2020-08-02","AK.C.1.U.3","AK","C","U",1,3,"N","0",1,0.021033792,7.58160336,7.602637152,0.0027666442024616,2020
"2020-08-02","AK.C.1.U.4","AK","C","U",1,4,"Y","0",0,0,30.75884663,30.75884663,0,2020
"2020-08-02","AK.C.1.U.5","AK","C","U",1,5,"Y","1",1,2.14203104,18.65591283,20.79794387,0.102992442588989,2020
"2020-08-02","AK.C.1.U.6","AK","C","U",1,6,"N","1",1,0.583552896,18.76465933,19.348212226,0.0301605589800088,2020
"2020-08-02","AK.C.1.U.7","AK","C","U",1,7,"N","1",1,0.5332875264,25.10000152,25.6332890464,0.0208044908101599,2020
"2020-08-02","AK.C.1.U.8","AK","C","U",1,8,"N","0",1,0.264090944,18.87946428,19.143555224,0.0137952925101871,2020
"2020-08-02","AK.C.1.U.9","AK","C","U",1,9,"N","0",1,0.0226697536,42.8776187,42.9002884536,0.000528428931766254,2020
"2020-08-02","AK.C.1.U.10","AK","C","U",1,10,"N","1",1,0.10427008,9.8315,9.93577008,0.0104944135341747,2020
"2020-08-02","AK.C.1.U.11","AK","C","U",1,11,"N","0",0,0,40.26518578,40.26518578,0,2020
"2020-08-02","AK.C.1.U.12","AK","C","U",1,12,"N","0",1,0.02516864,20.60475658,20.62992522,0.00122000636122519,2020
"2020-08-02","AK.C.1.U.13","AK","C","U",1,13,"N","0",0,0,15.801825,15.801825,0,2020
"2020-08-02","AK.C.1.U.14","AK","C","U",1,14,"N","1",1,3.33844032,18.48063123,21.81907155,0.153005608526913,2020
"2020-08-02","AK.C.1.U.15","AK","C","U",1,15,"N","0",1,0.5007840256,21.56520986,22.0659938856,0.0226948320658607,2020
"2020-08-02","AK.C.2.U.1","AK","C","U",2,1,"N","0",0,0,12.18128019,12.18128019,0,2020
"2020-08-02","AK.C.2.U.2","AK","C","U",2,2,"N","0",0,0,9.260657267,9.260657267,0,2020
"2020-08-02","AK.C.2.U.3","AK","C","U",2,3,"N","0",0,0,12.26703334,12.26703334,0,2020
"2020-08-02","AK.C.2.U.4","AK","C","U",2,4,"N","0",0,0,27.98468722,27.98468722,0,2020
"2020-08-02","AK.C.2.U.5","AK","C","U",2,5,"N","0",0,0,27.10369493,27.10369493,0,2020
"2020-08-02","AK.C.2.U.6","AK","C","U",2,6,"N","0",1,0.108944256,21.27794579,21.386890046,0.00509397372716076,2020
"2020-08-02","AK.C.2.U.7","AK","C","U",2,7,"N","0",0,0,31.46673261,31.46673261,0,2020
"2020-08-02","AK.C.2.U.8","AK","C","U",2,8,"N","0",0,0,29.08209386,29.08209386,0,2020
"2020-08-02","AK.C.2.U.9","AK","C","U",2,9,"N","0",0,0,32.80059862,32.80059862,0,2020
"2020-08-02","AK.C.2.U.10","AK","C","U",2,10,"N","0",0,0,23.46635903,23.46635903,0,2020
"2020-08-02","AK.C.2.U.11","AK","C","U",2,11,"N","0",0,0,18.41226241,18.41226241,0,2020
"2020-08-02","AK.C.2.U.12","AK","C","U",2,12,"N","0",0,0,12.02829081,12.02829081,0,2020
"2020-08-02","AK.C.2.U.13","AK","C","U",2,13,"N","0",0,0,4.614490368,4.614490368,0,2020
"2020-08-02","AK.C.2.U.14","AK","C","U",2,14,"N","0",0,0,31.85206449,31.85206449,0,2020
"2020-08-02","AK.C.2.U.15","AK","C","U",2,15,"N","0",0,0,14.31989548,14.31989548,0,2020
"2020-08-02","AK.C.3.U.1","AK","C","U",3,1,"N","1",0,0,20.15916378,20.15916378,0,2020
"2020-08-02","AK.C.3.U.2","AK","C","U",3,2,"N","0",0,0,32.95574531,32.96743075,0,2020
"2020-08-02","AK.C.3.U.3","AK","C","U",3,3,"N","0",0,0,18.67831292,18.67831292,0,2020
"2020-08-02","AK.C.3.U.4","AK","C","U",3,4,"N","1",1,1.294279334,40.1778506,41.472129934,0.0312084123979105,2020
"2020-08-02","AK.C.3.U.5","AK","C","U",3,5,"N","1",1,0.0795688576,15.07263557,15.1522044276,0.00525130570803704,2020
"2020-08-02","AK.C.3.U.6","AK","C","U",3,6,"N","0",0,0,37.50530058,37.50530058,0,2020
"2020-08-02","AK.C.3.U.7","AK","C","U",3,7,"N","0",0,0,16.1345724,16.1345724,0,2020
"2020-08-02","AK.C.3.U.8","AK","C","U",3,8,"N","0",0,0,28.88924814,28.88924814,0,2020
"2020-08-02","AK.C.3.U.9","AK","C","U",3,9,"N","0",0,0,27.13351977,27.13351977,0,2020
"2020-08-02","AK.C.3.U.10","AK","C","U",3,10,"N","0",0,0,17.28402419,17.28402419,0,2020
"2020-08-02","AK.C.3.U.11","AK","C","U",3,11,"N","1",1,1.462118208,15.39198966,16.854107868,0.0867514447784,2020
"2020-08-02","AK.C.3.U.12","AK","C","U",3,12,"N","0",0,0,22.98112563,22.98112563,0,2020
"2020-08-02","AK.C.3.U.13","AK","C","U",3,13,"N","0",0,0,43.40919836,43.40919836,0,2020
"2020-08-02","AK.C.3.U.14","AK","C","U",3,14,"N","0",0,0,14.23691088,14.23691088,0,2020
"2020-08-02","AK.C.3.U.15","AK","C","U",3,15,"N","0",0,0,29.027406,29.027406,0,2020
"2020-08-02","AK.C.4.L.1","AK","C","L",4,1,"N","1",1,0.063281152,34.51542795,34.578709102,0.00183006114581472,2020
"2020-08-02","AK.C.4.L.2","AK","C","L",4,2,"N","1",1,0.3931521344,28.74819589,29.1413480244,0.0134912130375992,2020
